t,motFRTor,motRRTor,motFLTor,motRLTor,dx,q1,ddx
12.187,11.57376456,-17.42666133,10.27364812,-15.8188038,0.927074582,0.000359443,-0.363028206
12.188,13.05693388,-18.61661606,11.31998989,-16.98484514,0.92713405,0.000364375,0.059467993
12.189,12.79971819,-17.49221627,11.01830256,-17.0817606,0.927043745,0.000369155,-0.090304889
12.19,10.96134049,-16.87984061,10.22628273,-15.69584968,0.926473318,0.000373845,-0.570426893
12.191,13.34339795,-18.34356225,12.75375027,-17.50009686,0.926637488,0.000378517,0.16416992
12.192,10.35394802,-16.57440819,11.26497014,-15.61387058,0.926109466,0.000383409,-0.528022124
12.193,11.54438,-16.84696062,11.90983393,-16.33429045,0.925991579,0.000388501,-0.117887004
12.194,11.50381166,-17.59769653,12.04265666,-17.30319654,0.925823007,0.000393777,-0.168571392
12.195,11.57267259,-18.4119743,12.23602509,-17.18226485,0.925679666,0.000399288,-0.143341443
12.196,10.63167935,-18.1276383,11.34386203,-17.28856388,0.925409537,0.000405238,-0.270129134
12.197,12.99346488,-19.28559165,13.16257109,-19.78995706,0.925972368,0.000411641,0.562831154
12.198,10.61712175,-18.23153114,11.07425171,-19.05322756,0.925530892,0.000418289,-0.441476182
12.199,11.54074126,-18.04144186,11.60040489,-19.45640792,0.925393058,0.000425203,-0.137833575
12.2,12.96312985,-19.56123374,13.25751899,-21.47163064,0.926086888,0.000432463,0.69383048
12.201,10.5435756,-18.52491416,10.86960484,-18.73866589,0.925805502,0.000439947,-0.28138689
12.202,11.90284476,-19.04680266,11.82293558,-19.53910143,0.926026785,0.000447616,0.221283804
12.203,11.62909774,-18.65114428,11.14416519,-19.5303046,0.926128553,0.000455394,0.101767294
12.204,12.76907015,-18.70141516,11.74204741,-19.38214922,0.926391497,0.000463137,0.262943961
12.205,10.97044624,-17.15449275,10.59871694,-18.08136059,0.925996689,0.000470887,-0.394807426
12.206,13.20446448,-18.34391902,12.52698803,-19.42870789,0.926335314,0.000478531,0.338625106
12.207,12.33553469,-18.2377526,11.80876232,-18.44122407,0.926473765,0.000486245,0.138450417
12.208,10.93672997,-17.94271854,10.8750098,-17.88919423,0.926258718,0.000493871,-0.215046478
12.209,11.97500402,-18.20895606,11.61353954,-18.54264908,0.926544887,0.000501521,0.286168344
12.21,10.98482967,-17.26327031,11.23762603,-17.99494593,0.926486413,0.00050937,-0.058473505
12.211,10.46996444,-16.16325092,10.79242793,-17.41082293,0.926296668,0.000517353,-0.189744828
12.212,12.43932515,-17.3597911,12.96402893,-19.10065691,0.926822989,0.000525603,0.526320609
12.213,9.393966381,-15.11012159,10.03105963,-15.36566991,0.926106515,0.000533912,-0.716474298
12.214,13.31627917,-18.33942544,13.12615693,-18.90369018,0.926679578,0.00054227,0.573063853
12.215,10.9881154,-15.69275836,9.982997795,-15.77467076,0.926031508,0.000550454,-0.648070239
12.216,13.76959283,-18.59690643,12.39263195,-18.19385221,0.92642812,0.000558377,0.396611587
12.217,11.38559909,-16.45701237,9.937936452,-15.10812007,0.925788312,0.000566053,-0.639808174
12.218,11.97791366,-17.78511776,10.4811915,-16.29240524,0.925446663,0.000573582,-0.341648417
12.219,12.3949336,-18.20954665,11.29002501,-17.26084207,0.925372069,0.000581227,-0.074594116
12.22,11.87873093,-17.89784794,10.99400888,-16.55655247,0.92503461,0.000588937,-0.33745933
12.221,13.18615699,-18.77764411,11.80841161,-16.84576291,0.925172776,0.000596462,0.138166691
12.222,11.73454672,-17.44873257,10.85923728,-15.88981359,0.924781367,0.000603829,-0.39140918
12.223,11.02106008,-17.09853428,10.912714,-15.57618499,0.92418267,0.00061135,-0.598697257
12.224,12.3705674,-18.053727,12.65670276,-17.10509678,0.924228753,0.000619184,0.046082672
12.225,11.18811186,-17.38749907,11.20348746,-16.25657203,0.923797887,0.000627308,-0.430865975
12.226,12.66137814,-19.09957025,12.49336279,-16.95938677,0.923668568,0.000635595,-0.129318558
12.227,12.08075372,-19.60643465,11.9499408,-17.04538424,0.923528662,0.000643952,-0.139906527
12.228,12.16989294,-19.47671967,11.14687398,-17.28057597,0.923396708,0.000652137,-0.131953585
12.229,12.67442466,-19.25022924,11.39701307,-18.24266433,0.923141378,0.00066014,-0.255330165
12.23,12.19900219,-18.13325061,10.63124545,-18.49834444,0.9234477,0.000668166,0.306322419
12.231,12.01135576,-18.61264995,10.78783289,-18.65436908,0.923098469,0.000676184,-0.349231087
12.232,13.15678437,-19.85514863,12.29516285,-19.61167676,0.923577586,0.000684414,0.479116839
12.233,11.94730547,-18.68746036,10.9760669,-18.34936298,0.923571561,0.00069276,-0.006025243
12.234,12.26422346,-18.61696623,10.91162735,-18.86261584,0.923595195,0.000701114,0.023634487
12.235,13.15213056,-18.82848643,11.86560461,-19.47113952,0.923778654,0.000709448,0.183459183
12.236,11.85251609,-17.86708644,10.67172389,-17.77883906,0.92343059,0.000717483,-0.34806493
12.237,15.25132958,-20.08689386,13.17301665,-20.04060902,0.924121248,0.000725162,0.690658384
12.238,11.81625663,-18.99000284,11.7988187,-17.76233333,0.923866173,0.000732524,-0.255074968
12.239,12.2275019,-19.15137194,12.03335964,-18.12289295,0.923981573,0.000739578,0.115400045
12.24,11.30836177,-18.30056581,10.96009769,-16.65997813,0.923708684,0.000746152,-0.272889459
12.241,14.95243495,-20.53866593,13.80859944,-20.8248731,0.924740709,0.000752099,1.032025344
12.242,10.46607296,-18.05972806,10.13387688,-17.11375839,0.92439103,0.000757502,-0.34967867
12.243,12.88511117,-18.90710443,12.16782977,-18.33796232,0.924780625,0.000762468,0.389594653
12.244,11.3575251,-17.1218709,10.8851033,-17.62691935,0.924633936,0.000767,-0.146688615
12.245,12.92825428,-18.21443163,11.82492522,-18.84561797,0.925010675,0.000770955,0.376738325
12.246,14.29602539,-19.16457846,12.01664594,-18.70033035,0.925619574,0.000774254,0.608899739
12.247,11.90331162,-17.54823989,10.19123852,-16.11855929,0.925183002,0.000776604,-0.436571979
12.248,13.64599428,-19.6105611,11.09014326,-17.51167649,0.925189948,0.000778131,0.006946117
12.249,13.63634113,-19.74076911,10.60002767,-17.25231922,0.925046613,0.000778812,-0.143335097
12.25,13.78973288,-20.38413788,10.75918164,-17.19980242,0.925015106,0.000778678,-0.031507519
12.251,13.82290892,-20.31526226,11.2731533,-16.84587455,0.924915381,0.000777775,-0.099725298
12.252,13.56847372,-20.21603328,11.01041492,-16.26391319,0.924733994,0.000775854,-0.181386888
12.253,13.5818088,-20.41617516,11.4098392,-15.66386212,0.924587482,0.000772945,-0.146511743
12.254,13.81387032,-21.02643983,11.94906287,-16.41727262,0.924523424,0.000769136,-0.064057779
12.255,13.00527927,-20.78181372,11.58505369,-16.63899892,0.924319235,0.000764514,-0.204189303
12.256,12.25553236,-21.11421399,11.75276908,-16.46727475,0.924014014,0.000759322,-0.305221256
12.257,13.36323488,-22.370328,12.59218439,-17.98830742,0.924070923,0.000753459,0.056909356
12.258,12.62098504,-22.25747806,11.77857461,-17.90758007,0.924014518,0.000747018,-0.056405182
12.259,12.68828715,-21.95468502,11.57256718,-17.59441989,0.92388165,0.000739718,-0.132867995
12.26,11.92610505,-20.89198516,11.24054438,-17.92387686,0.923603429,0.000731721,-0.278221104
12.261,14.67023243,-23.84471232,13.40757313,-20.41551275,0.924353434,0.000722957,0.750005157
12.262,12.01118428,-21.87749149,10.79177346,-17.79723017,0.924128339,0.000713375,-0.225094346
12.263,12.54194221,-21.31022302,10.75087593,-17.8641851,0.92391286,0.000703137,-0.21547986
12.264,14.50654289,-22.16247813,11.72311737,-18.87887523,0.924062775,0.000692225,0.149915836
12.265,13.31857532,-21.24078767,10.51198898,-17.89024802,0.923872649,0.000680596,-0.190126383
12.266,14.62941669,-21.37904121,11.48398029,-18.57476633,0.923934222,0.000668105,0.06157268
12.267,14.84796755,-21.23085082,11.59482851,-18.73857034,0.924065008,0.000654741,0.130786467
12.268,13.96782157,-20.53410411,11.52941107,-17.91712819,0.923937461,0.000640311,-0.12754759
12.269,13.13781034,-20.07325365,11.83471892,-17.02183028,0.923663479,0.00062506,-0.273981197
12.27,13.82238828,-20.39806329,12.21320305,-17.11550097,0.923570724,0.000608902,-0.092755114
12.271,12.82866807,-19.88001853,11.39702287,-16.36634685,0.923184134,0.000591862,-0.386589817
12.272,13.40577252,-21.18470008,11.93241769,-17.17487774,0.923081363,0.000573858,-0.102771915
12.273,14.01018227,-20.86532444,12.07301726,-17.25835272,0.923328292,0.000554879,0.246929232
12.274,11.47807757,-20.78545154,11.24413242,-16.48834593,0.922828373,0.000535203,-0.499918382
12.275,12.94987614,-20.21490305,11.75514241,-17.28403833,0.922903055,0.000514793,0.074681756
12.276,14.82094419,-21.75115069,13.11678872,-18.80299195,0.923573119,0.000493671,0.670064343
12.277,11.52177528,-20.33761151,10.18123662,-16.05783399,0.922973626,0.00047186,-0.59949318
12.278,14.28597004,-22.79226149,11.72947416,-17.94551584,0.923102349,0.000449333,0.128722447
12.279,13.7373607,-23.31149889,11.21792665,-18.56851018,0.923211544,0.00042613,0.109194913
12.28,13.48593991,-23.00601234,10.6514062,-18.4985509,0.923112801,0.000402147,-0.0987422
12.281,13.5872259,-22.28907869,11.06398741,-18.30166913,0.923126338,0.000377418,0.013536862
12.282,13.3993708,-21.90025557,11.26726569,-17.88559082,0.923075953,0.00035218,-0.050385007
12.283,14.07138437,-22.36320155,11.64149988,-18.45142265,0.923184095,0.00032651,0.108141511
12.284,12.5116859,-21.41483877,11.68168169,-17.81963194,0.922903101,0.000300805,-0.280993611
12.285,13.49301098,-23.63002495,13.02247222,-19.72593891,0.923095808,0.000275264,0.192706293
12.286,12.13880791,-22.52483767,11.95208516,-18.6205781,0.922943247,0.000249944,-0.152560478
12.287,13.14702453,-23.90475868,12.87076288,-18.69905008,0.923128866,0.000224652,0.185618888
12.288,12.31659583,-22.96931005,12.16600726,-17.76200669,0.923010837,0.000199524,-0.118028954
12.289,13.01585886,-23.24005503,12.27308214,-18.24225676,0.923042147,0.000174626,0.031309603
12.29,13.58524908,-23.31669517,12.8373079,-18.60879881,0.923264673,0.000149945,0.222526768
12.291,12.40175185,-22.15918184,11.71054859,-19.08076676,0.923031881,0.000125552,-0.232792052
12.292,13.41388194,-22.94473052,12.55170855,-19.97904434,0.923083203,0.00010143,0.051321314
12.293,12.61430642,-22.55430595,12.15934928,-19.40502954,0.923152309,7.76E-05,0.069106897
12.294,12.72861769,-22.6191217,12.00390702,-18.93322417,0.923087123,5.42E-05,-0.065186542
12.295,13.06442832,-21.73303832,12.04539353,-19.8088204,0.92313694,3.11E-05,0.049816839
12.296,13.39581854,-20.47770868,11.50670108,-19.45070473,0.923017871,8.46E-06,-0.11906871
12.297,14.97494047,-20.65358764,12.4583318,-20.61973774,0.923233013,-0.0000138,0.215141998
12.298,13.92839871,-19.44132318,11.59619611,-19.74559649,0.92311466,-0.0000355,-0.118352943
12.299,12.41222826,-17.78295331,11.39971886,-17.85631091,0.922488137,-0.0000566,-0.626522732
12.3,15.48102344,-19.80140175,14.34214374,-20.73940364,0.922944823,-0.0000771,0.456685507
12.301,12.54964555,-17.63905742,11.78616908,-17.56759266,0.922524226,-0.0000971,-0.420597389
12.302,11.96792685,-17.87843975,11.47940688,-17.5921124,0.922070688,-0.000116607,-0.453537723
12.303,14.80253133,-19.25686831,13.53823417,-20.4494038,0.922557727,-0.000135634,0.487038954
12.304,11.03260249,-16.29507252,10.6188083,-18.28579647,0.922008299,-0.000154029,-0.549427958
12.305,14.45118814,-19.13219507,13.89997389,-21.29309462,0.922547358,-0.000171927,0.539059455
12.306,12.14515705,-18.31613062,11.64628798,-18.87684041,0.922377411,-0.000189521,-0.169947237
12.307,12.37117969,-19.86512891,11.70215408,-19.71673071,0.922419215,-0.000207102,0.041804328
12.308,12.75168115,-19.35589289,12.06948764,-19.79663231,0.922625758,-0.000224613,0.206543153
12.309,12.09816181,-19.37710303,11.33309997,-19.88698781,0.922723742,-0.000241913,0.097983217
12.31,12.58274619,-19.79063305,10.84501042,-19.64901104,0.922697353,-0.000258779,-0.026388575
12.311,14.00412635,-22.29150325,11.84165269,-21.14845223,0.923184683,-0.000276145,0.487330124
12.312,11.10957929,-19.46889998,9.668118686,-18.13753839,0.922583927,-0.000292947,-0.600756346
12.313,16.9136316,-25.14774687,14.88650236,-24.33269973,0.924035062,-0.000309543,1.451134891
12.314,11.71882245,-19.60670902,10.58478569,-19.35085786,0.923804571,-0.000325839,-0.230490692
12.315,12.07638025,-20.54942542,11.46347462,-20.1856533,0.923579902,-0.000341892,-0.224669612
12.316,13.12352758,-20.95762116,12.32779884,-20.35428073,0.923618204,-0.000357607,0.038302656
12.317,11.80551391,-20.35393195,11.77119687,-19.94726201,0.923450315,-0.000372826,-0.167888908
12.318,13.30361682,-21.68879114,12.90345492,-20.62800059,0.923751129,-0.000387702,0.300814189
12.319,11.04130175,-20.82313561,10.96836631,-18.39278945,0.923314579,-0.000402348,-0.436550685
12.32,15.13898022,-23.82616119,14.79251177,-21.84085886,0.924320036,-0.000416847,1.005457211
12.321,10.22554596,-20.05488766,10.47259075,-17.9549069,0.923490105,-0.000431004,-0.82993075
12.322,12.93543736,-21.09320574,12.65462602,-20.24829643,0.923788167,-0.000444782,0.298061514
12.323,11.49978623,-19.58187689,11.86899942,-20.40683692,0.923543435,-0.000458004,-0.244732074
12.324,12.96909675,-19.79790576,12.55803873,-21.24355656,0.923558933,-0.000470707,0.015498844
12.325,12.90193784,-20.1658917,12.52837468,-21.71396375,0.923766357,-0.00048279,0.207423682
12.326,12.72627765,-20.10782341,12.43763913,-21.42581973,0.924157108,-0.000494328,0.390750674
12.327,11.10854171,-18.40817695,10.8606163,-20.28499885,0.923679264,-0.000505201,-0.477844285
12.328,13.15752221,-18.47716644,11.7692214,-21.09154681,0.923756319,-0.000515463,0.077055035
12.329,13.525293,-18.03121569,11.82408535,-20.81773403,0.923789334,-0.000525214,0.033015643
12.33,12.49987744,-17.20544903,11.15903975,-19.9326365,0.923582548,-0.000534241,-0.206786186
12.331,13.40790435,-17.47259147,12.16446903,-20.50380754,0.923541533,-0.000542717,-0.041014865
12.332,12.47015715,-16.11375817,11.32292339,-20.33573959,0.923257644,-0.000550586,-0.283888742
12.333,13.17708365,-16.29269082,11.97974319,-21.01832531,0.923193153,-0.000557928,-0.064491937
12.334,13.11394704,-16.22936205,11.61225193,-20.84599658,0.923181114,-0.00056469,-0.012038144
12.335,13.01002535,-16.22842531,11.50197989,-20.88037531,0.923280403,-0.000570916,0.099288691
12.336,11.96574324,-16.16825028,10.91511443,-20.05556942,0.923202454,-0.000576697,-0.077949099
12.337,12.39344771,-16.23688263,11.49334026,-19.85558418,0.923204372,-0.00058211,0.001918288
12.338,12.41301767,-17.18071582,11.38859734,-19.5318895,0.923196399,-0.00058742,-0.007973728
12.339,11.67895631,-17.4299194,10.92555761,-19.08422016,0.923137735,-0.000592676,-0.058663195
12.34,13.35712772,-18.65886386,12.17111587,-20.13461669,0.923682701,-0.000598002,0.544965719
12.341,10.76197326,-18.57306052,10.40169763,-18.65343987,0.923533664,-0.000603604,-0.149037442
12.342,12.79514265,-20.130561,11.59527092,-19.80144408,0.923849029,-0.000609393,0.315365486
12.343,12.5260237,-20.88633655,10.75270621,-19.66436419,0.923909204,-0.000615226,0.060174584
12.344,11.86212894,-20.70101685,10.17133448,-19.10043156,0.923696152,-0.000621068,-0.213051208
12.345,14.31346256,-21.72698968,12.40123632,-21.0925383,0.924361455,-0.00062674,0.665302481
12.346,11.58300889,-20.28108069,10.76463063,-18.63875616,0.924103856,-0.000632267,-0.257599343
12.347,12.56059061,-20.77336808,11.71266715,-19.18848252,0.924243326,-0.000637634,0.13946994
12.348,12.05642134,-19.77803624,11.56720508,-18.77992934,0.924054684,-0.00064273,-0.188641191
12.349,13.305084,-20.55566802,12.76743101,-20.11893665,0.924246116,-0.000647592,0.191431763
12.35,13.10208464,-20.45608415,12.77879666,-19.53279972,0.924405544,-0.000652233,0.159428281
12.351,11.49504416,-20.14211801,11.62708089,-18.53859164,0.924129163,-0.000656509,-0.276381548
12.352,12.44284089,-21.27408896,12.53855438,-19.46810316,0.924265851,-0.000660298,0.136688628
12.353,11.97027548,-21.05053371,12.3092439,-20.22940069,0.924293304,-0.000663633,0.027452527
12.354,12.68509397,-20.38802836,12.41070175,-20.79336552,0.924496651,-0.000666488,0.203346805
12.355,11.89892976,-19.6091066,11.68685129,-21.16022044,0.924460793,-0.000668827,-0.035858188
12.356,13.09963765,-19.47867202,12.49019908,-21.64872109,0.924719348,-0.000670734,0.25855534
12.357,11.17099355,-18.09357843,10.61750409,-20.14104517,0.924366593,-0.00067203,-0.3527548
12.358,14.56733358,-20.00035123,12.99797866,-22.70756055,0.925002299,-0.000672804,0.635706107
12.359,11.17481609,-17.14483589,9.845551577,-19.26128687,0.924541015,-0.000673025,-0.461284189
12.36,13.76018642,-19.08265741,11.80367556,-22.14401244,0.925133152,-0.000672776,0.592137307
12.361,11.80759878,-17.06142008,10.0180883,-19.6008451,0.925040986,-0.000671961,-0.092165959
12.362,13.54873329,-17.61078669,11.83931089,-20.97330533,0.925412981,-0.000670494,0.371994428
12.363,11.55420831,-15.73234809,10.72293669,-18.4802524,0.925056898,-0.000668329,-0.35608333
12.364,13.2319356,-16.69275633,11.76740599,-20.06946438,0.925205929,-0.000665552,0.149031532
12.365,13.13119732,-16.22366748,11.4084643,-19.77458443,0.925271665,-0.000662325,0.065736092
12.366,12.4138188,-15.4128866,10.70465425,-18.73329104,0.925174125,-0.000658744,-0.097539906
12.367,12.59014647,-16.08549456,10.76449454,-20.25145266,0.92514668,-0.000654801,-0.027445473
12.368,11.68535608,-15.49812967,9.98182251,-19.53191863,0.92492442,-0.000650764,-0.222259649
12.369,13.30466764,-16.35767523,11.49615135,-20.47703336,0.925311154,-0.000646527,0.386733936
12.37,11.12169762,-15.54438416,10.3380469,-18.61914719,0.924959565,-0.000642083,-0.351588864
12.371,12.00152112,-16.55330505,11.23086193,-19.41623497,0.924997491,-0.000637502,0.037925562
12.372,12.50947637,-18.07932119,11.65968322,-20.25296975,0.925390415,-0.000632966,0.392924479
12.373,11.29484045,-17.3838231,10.66810083,-18.80545773,0.925360796,-0.000628535,-0.029619591
12.374,11.52016678,-19.31070773,10.98090199,-19.30375865,0.925494127,-0.000624407,0.133331193
12.375,11.09684524,-21.02800345,10.14152646,-18.15937691,0.925389317,-0.000620623,-0.104809682
12.376,13.4499051,-21.83986905,11.38830015,-19.45438461,0.925826567,-0.000617218,0.437249373
12.377,11.14703389,-19.44573026,9.168268581,-17.2519867,0.925335471,-0.000614065,-0.491095167
12.378,13.60750426,-21.62459997,11.29291786,-19.46488873,0.925756071,-0.000611253,0.420599321
12.379,12.2390243,-20.27253731,10.75966838,-18.02238128,0.925702593,-0.000608565,-0.053477523
12.38,12.84886482,-20.50504488,11.42289003,-18.3800994,0.925966604,-0.000605872,0.264010774
12.381,11.99371538,-18.965423,10.90108343,-17.46444115,0.925870338,-0.000603211,-0.096265747
12.382,12.37346096,-19.47133077,11.36237259,-18.63868611,0.92580731,-0.000600527,-0.063027746
12.383,13.49607204,-20.45923599,12.57822441,-19.46511507,0.926187532,-0.000597923,0.380221502
12.384,10.4361097,-19.76638159,10.30821831,-17.333842,0.925632243,-0.000595283,-0.555288798
12.385,13.99571696,-22.24030176,13.68804119,-21.19494357,0.92648877,-0.000592441,0.856526947
