t,motFRTor,motRRTor,motFLTor,motRLTor,dx,q1,ddx
11.901,10.8620224,-18.33702346,11.58807369,-17.86182365,0.942655668,-0.001041762,0.046394186
11.902,10.18347173,-17.64576958,10.70734034,-16.7383749,0.942347786,-0.001026482,-0.307882308
11.903,11.79050888,-18.04302827,11.91988835,-18.35828948,0.942610287,-0.001011749,0.262501711
11.904,10.17514134,-17.33953476,10.38142328,-17.67220501,0.942392656,-0.000997202,-0.217631766
11.905,10.87254765,-18.66452352,11.01125174,-17.96564622,0.942385486,-0.000982911,-0.007169908
11.906,11.39403332,-20.17387608,10.48236068,-17.21995941,0.942314815,-0.000968998,-0.0706707
11.907,10.13058802,-19.5652081,10.37256244,-16.38558081,0.941887155,-0.000955237,-0.42765998
11.908,11.36989338,-20.84244288,11.25425497,-17.39990395,0.941906026,-0.000941666,0.018870949
11.909,12.00709077,-21.09123882,11.51941282,-17.60688994,0.94216834,-0.000928328,0.262314327
11.91,9.742262538,-20.12467123,10.80693788,-16.83116522,0.941819782,-0.000915041,-0.348557771
11.911,11.31378357,-20.06431368,12.45799596,-17.7197136,0.94184817,-0.000901682,0.028387728
11.912,9.84965718,-19.18667102,11.19246366,-17.93647786,0.941549276,-0.000888073,-0.298894576
11.913,10.76440871,-18.96072699,12.01652126,-18.22600211,0.941324825,-0.000874139,-0.224450767
11.914,10.84343818,-19.33786713,12.42090622,-18.29086429,0.94141427,-0.000859928,0.089445338
11.915,10.6525643,-19.01054821,12.42932794,-19.33927179,0.941510146,-0.000845202,0.095875845
11.916,10.52316863,-19.55943103,12.08580112,-19.13368458,0.941492486,-0.000830122,-0.017659753
11.917,10.98526547,-19.46553536,12.25735541,-20.64247761,0.941701513,-0.000814647,0.209027057
11.918,9.807523011,-18.97256611,11.46248142,-19.75265421,0.941668617,-0.000798841,-0.032896198
11.919,10.31215113,-18.20507727,10.77150403,-19.76269109,0.94157996,-0.000782607,-0.088657201
11.92,11.91267728,-19.38025677,12.39735137,-21.63195509,0.942092154,-0.000765879,0.512193944
11.921,11.32718409,-18.46354362,11.35682308,-20.39903266,0.942411345,-0.000748773,0.319190861
11.922,10.04789729,-17.72478187,10.47480431,-19.87513517,0.942346884,-0.000731287,-0.064460861
11.923,11.11838298,-17.52439323,11.20255845,-20.37491782,0.942544772,-0.000713246,0.19788769
11.924,10.78165034,-16.813565,10.82730361,-19.50887747,0.942463051,-0.000694789,-0.081720866
11.925,11.0328323,-16.36183896,11.28532087,-18.50498826,0.942226217,-0.000675856,-0.236833441
11.926,13.72156447,-18.30459036,13.89691683,-21.45321467,0.943171504,-0.000656406,0.945287094
11.927,10.10896637,-14.93389079,10.01370964,-17.72525866,0.942669996,-0.000636643,-0.501507971
11.928,11.51408484,-15.4501111,11.21919996,-18.29946332,0.942474356,-0.000616467,-0.195640112
11.929,11.58647702,-15.72885464,11.06183907,-18.32444966,0.942341128,-0.00059617,-0.13322823
11.93,12.08400242,-16.58217539,11.75097427,-18.9192272,0.942525199,-0.000575837,0.184070984
11.931,10.64536905,-16.34670729,10.38479751,-17.41703821,0.94231376,-0.000555749,-0.211439065
11.932,10.65360239,-16.86474716,10.83283741,-17.0687526,0.942018431,-0.000535992,-0.295328738
11.933,12.07796669,-17.91168623,11.84738925,-18.01176717,0.942344727,-0.000516686,0.326295403
11.934,10.75250439,-16.8744149,10.78733454,-16.68583678,0.94217274,-0.000497734,-0.171986391
11.935,11.13834473,-17.40049382,11.07905879,-17.19764416,0.942116516,-0.000479133,-0.056223957
11.936,10.95419923,-17.2865383,10.6636621,-16.76735932,0.941978822,-0.000460992,-0.137694649
11.937,11.05341702,-18.22229422,9.881792465,-15.80878503,0.941578844,-0.00044331,-0.399977815
11.938,11.75767684,-19.93222523,10.45908641,-16.44436565,0.941569834,-0.000426317,-0.009009775
11.939,11.54789273,-20.16593269,10.50352753,-16.21997313,0.941571244,-0.000409883,0.001409784
11.94,10.59998614,-18.96660942,10.43642353,-15.63082986,0.941311134,-0.000393615,-0.260109818
11.941,11.45774684,-19.54402041,10.9426238,-16.91299802,0.941328352,-0.000377434,0.01721807
11.942,11.11166817,-19.06404711,10.78194233,-16.33136795,0.941098942,-0.000361392,-0.229410248
11.943,11.41904419,-18.87321367,11.04028485,-16.41126803,0.940945402,-0.000345454,-0.153539337
11.944,11.2064272,-18.76108869,11.11160772,-17.02446624,0.941259934,-0.000329421,0.314532013
11.945,10.86882865,-19.54112924,10.85937821,-17.44092295,0.940577812,-0.00031336,-0.682122368
11.946,10.89408654,-19.19451447,11.17185768,-18.10177566,0.940912405,-0.000297082,0.33459273
11.947,10.84067154,-18.97640637,11.14370301,-18.45560659,0.941054221,-0.000280427,0.14181598
11.948,11.13163858,-19.65471774,11.63639063,-19.07951398,0.941316919,-0.000263355,0.262698223
11.949,10.49864748,-19.12099938,11.37170393,-20.30604237,0.941496714,-0.000245786,0.179795387
11.95,10.63218993,-18.39490515,11.31327184,-19.92429267,0.941490764,-0.000227724,-0.005950514
11.951,10.97710181,-18.56480244,11.41992257,-19.99397088,0.941691256,-0.000209163,0.20049252
11.952,11.26578124,-19.05612651,11.89454347,-20.54667107,0.942100689,-0.000190082,0.409432618
11.953,10.36082139,-17.78034132,10.75378848,-19.70409152,0.942330896,-0.000170522,0.230207039
11.954,10.70918107,-17.55453968,10.91747818,-19.5725523,0.942515777,-0.000150541,0.184880721
11.955,11.05477781,-17.48129656,11.27711112,-19.03727933,0.942637143,-0.000130245,0.121366521
11.956,10.58142679,-16.98655109,11.27470198,-18.40372027,0.942629445,-0.000109681,-0.007698717
11.957,11.58090954,-17.38110573,11.92356499,-19.01525385,0.942816715,-0.0000887,0.187270895
11.958,11.61263659,-17.72863831,11.85291829,-19.16350516,0.943282837,-0.0000674,0.466121983
11.959,10.04133048,-16.72342805,10.62567798,-17.65377097,0.943200202,-0.0000457,-0.082635613
11.96,11.08109807,-16.78471185,11.7689302,-18.8528736,0.943397699,-0.0000235,0.19749727
11.961,11.05511555,-16.84769359,11.53877372,-18.40711529,0.943440312,-0.00000113,0.042612858
11.962,10.3949177,-15.70986926,9.762228292,-17.41370825,0.943089075,2.13E-05,-0.351236858
11.963,11.97183344,-17.62709156,12.47569961,-18.73415231,0.943341331,4.38E-05,0.252255572
11.964,11.52911912,-17.46917468,11.86748042,-18.09851262,0.943527838,6.59E-05,0.1865073
11.965,9.915651872,-16.47353294,10.19192231,-16.65603178,0.943115136,8.77E-05,-0.412702073
11.966,12.39880849,-18.10008109,12.16240464,-18.04252506,0.943374948,0.000109158,0.259811588
11.967,10.60094211,-16.49381377,10.1048113,-16.08565205,0.942880308,0.000130419,-0.49463932
11.968,11.71611037,-17.3083752,10.65544687,-16.48426472,0.942644827,0.000151346,-0.235481299
11.969,11.24286706,-17.53211611,10.17910449,-15.74121168,0.942396472,0.000171822,-0.248354596
11.97,12.66775179,-19.66494262,11.2431977,-17.03545021,0.942775496,0.000192034,0.379023365
11.971,9.916084008,-17.16431781,9.513782807,-14.55741202,0.942105873,0.000212077,-0.669622662
11.972,12.44229745,-18.66500543,11.29197425,-16.06288788,0.942184356,0.000231919,0.078482501
11.973,10.60390126,-17.30706903,9.880942437,-14.610237,0.941601787,0.000251497,-0.582568513
11.974,12.12650313,-17.33742496,10.83133641,-15.38608761,0.94131768,0.000270887,-0.284107036
11.975,11.70854579,-18.05162809,10.67798596,-15.93343633,0.941072866,0.000290242,-0.244813995
11.976,10.97838118,-17.42701183,10.39056665,-15.82640087,0.940768468,0.000309707,-0.304397823
11.977,11.84256378,-17.61533273,10.85766878,-16.73738142,0.940799174,0.000329215,0.030705402
11.978,10.24795856,-17.18220729,9.870505975,-16.64532629,0.940366788,0.000348773,-0.432385759
11.979,11.00460312,-18.34427165,10.84598843,-17.65456302,0.940316166,0.00036833,-0.050621704
11.98,10.01550521,-18.27074679,10.06597805,-16.85449025,0.939978355,0.000387877,-0.337811423
11.981,11.42123542,-19.04308894,11.04341468,-18.91470564,0.940233291,0.000407389,0.254936208
11.982,12.54456698,-20.05846055,11.72802234,-20.49348192,0.94088501,0.000426882,0.651718955
11.983,9.627669334,-17.96018605,9.73331588,-17.11268936,0.940619402,0.000446486,-0.265608224
11.984,11.21060027,-19.00057167,10.82948538,-18.5593587,0.940606002,0.000466083,-0.013399648
11.985,10.79978493,-18.87940585,10.08675832,-18.14161335,0.940680738,0.000485578,0.074735647
11.986,11.86768802,-19.36698139,10.92574866,-18.88146035,0.941068354,0.000504876,0.387616739
11.987,10.45498277,-18.19471218,10.3252191,-17.5648775,0.941274816,0.000524078,0.206461583
11.988,10.76060596,-17.99140829,11.5754335,-17.14289059,0.941289352,0.000543183,0.014536463
11.989,10.94335736,-18.54696258,11.65871021,-17.74682593,0.941643948,0.000562025,0.354595143
11.99,10.19755295,-17.49697917,11.39230984,-17.41091076,0.94163532,0.000580819,-0.008627646
11.991,12.05354593,-18.27932478,12.66076808,-18.86769249,0.942435277,0.000599458,0.799957082
11.992,10.32452644,-17.57840548,11.05498306,-18.02961142,0.942551194,0.000617933,0.115916943
11.993,10.1836939,-17.77574293,10.38488865,-17.04993735,0.942473629,0.00063595,-0.077565301
11.994,11.73361221,-18.59368828,11.98431592,-18.50563854,0.943018874,0.000653465,0.545245801
11.995,10.25022132,-18.68756025,10.86899879,-17.27492665,0.943178893,0.000670295,0.160018454
11.996,9.987584073,-18.4069768,9.88932587,-16.49929705,0.942956112,0.000686138,-0.222780619
11.997,13.4458975,-20.44520938,13.05761675,-19.79501237,0.943927473,0.000701211,0.971360753
11.998,10.53128633,-18.65558079,9.419574402,-16.17632288,0.94359172,0.000715326,-0.335752752
11.999,12.37399805,-19.85671552,10.75839333,-17.70782429,0.943861911,0.00072841,0.270190399
12,12.30296686,-19.87861931,10.88464879,-16.83540971,0.944251566,0.000740464,0.38965574
12.001,10.80735231,-19.41138868,9.673662204,-15.23230654,0.94405926,0.000751618,-0.19230619
12.002,12.22179621,-20.55492541,10.4326681,-15.47759622,0.944289189,0.000761616,0.229928521
12.003,12.43124974,-20.09733698,10.59150911,-15.20476058,0.944382508,0.000770566,0.09331932
12.004,11.09067281,-19.92806478,10.31775334,-15.1649665,0.943978966,0.000778762,-0.403542232
12.005,12.97098749,-20.77103316,11.44608209,-16.056866,0.944194701,0.000786049,0.215735207
12.006,12.00598847,-20.66685196,10.89365938,-15.60699324,0.944318024,0.00079248,0.123323177
12.007,10.76876122,-21.02120988,9.891817821,-15.43814423,0.943916228,0.000797962,-0.401796162
12.008,12.6185422,-21.82766422,11.1419921,-16.57625962,0.944168257,0.000802389,0.252028667
12.009,11.67895117,-20.90526233,10.75551465,-16.69990058,0.944107527,0.000806004,-0.060729323
12.01,10.13310384,-20.88343565,9.6414755,-15.67635163,0.943535602,0.000808632,-0.571925246
12.011,13.39248772,-22.71171868,11.68615633,-18.38976889,0.944238089,0.000810305,0.702486585
12.012,10.39885395,-20.96220654,9.307182777,-16.35848474,0.943881511,0.000811191,-0.356578103
12.013,12.44270186,-22.69228273,10.69262205,-17.36697487,0.9442646,0.000811301,0.383089873
12.014,12.50736544,-22.89926429,10.46258987,-16.87674415,0.944631819,0.000810368,0.367218376
12.015,10.35744823,-20.34455356,8.55320477,-15.70883211,0.944333984,0.000808512,-0.297834874
12.016,12.42533821,-23.04669429,10.51345055,-18.16504794,0.944828104,0.000805801,0.494120244
12.017,11.91332595,-21.61576267,9.474184813,-17.01151122,0.944939939,0.000802106,0.111834996
12.018,13.35626419,-22.13203512,10.96204302,-18.03135491,0.945475409,0.000797605,0.535469731
12.019,10.16404812,-19.61624021,9.932170585,-15.0636384,0.944860982,0.000792516,-0.614426494
12.02,12.92181473,-20.71286363,12.20227705,-17.11229932,0.945220582,0.000786715,0.359599696
12.021,9.909072455,-19.76448023,10.10373862,-15.89171023,0.944482445,0.000780392,-0.738137468
12.022,12.26760055,-19.5268103,12.11544332,-17.20620587,0.944845813,0.000773701,0.363368447
12.023,10.94919927,-18.86151182,10.92247092,-16.23149998,0.944699529,0.000766566,-0.146284396
12.024,11.74294886,-19.36828289,12.24037944,-16.87716304,0.944695767,0.000759282,-0.003761937
12.025,11.39825777,-18.84634142,12.2173493,-16.65344728,0.944661121,0.000751805,-0.034646251
12.026,10.74197461,-18.90346229,11.61524133,-16.24210883,0.944310839,0.000744082,-0.350281738
12.027,12.17826225,-19.84150066,12.03900723,-16.520099,0.944252615,0.000735932,-0.058223671
12.028,13.16654223,-20.56266566,12.54787321,-17.87586361,0.944416496,0.000727363,0.16388047
12.029,11.08574578,-19.48882716,10.90057809,-16.79613714,0.943960609,0.000718468,-0.455887082
12.03,13.26714445,-20.62460891,12.13315884,-18.12731876,0.944211064,0.000709181,0.250455425
12.031,11.41822783,-18.67012909,10.44973239,-16.56130816,0.943533048,0.000699686,-0.678015573
12.032,13.93681491,-20.19564972,12.08046932,-17.77446024,0.943870476,0.000689818,0.337428116
12.033,12.3388609,-20.04202802,10.77454251,-16.75075722,0.943652998,0.000679647,-0.217478282
12.034,12.33091565,-19.82058908,11.13914793,-16.59619965,0.943206112,0.000669224,-0.446886684
12.035,14.18982437,-21.68976053,12.62051579,-18.38727023,0.943601643,0.000658642,0.395531736
12.036,11.99750104,-21.07018288,10.82238995,-15.84112544,0.943238775,0.000647861,-0.362867983
12.037,11.24453087,-21.39723488,10.69692741,-15.22168616,0.942716933,0.000637108,-0.521842261
12.038,13.06471901,-23.54012912,12.30804951,-16.72903397,0.943042165,0.000626161,0.32523155
12.039,11.89575667,-22.08678964,11.38727182,-16.06531653,0.94303515,0.000615005,-0.007014789
12.04,12.69234238,-22.9887984,11.71673716,-17.39888558,0.943315603,0.000603686,0.280452972
12.041,10.86630614,-21.11042173,10.05410497,-15.43615574,0.942889147,0.000592134,-0.426455371
12.042,14.26699382,-23.85720856,12.74997832,-18.88902964,0.943737064,0.000580361,0.847916617
12.043,9.249156887,-21.44914657,9.298793414,-15.00106929,0.942740818,0.000568646,-0.996245558
12.044,12.36760515,-21.5764485,11.42799099,-16.12027383,0.942705621,0.000556828,-0.035197278
12.045,14.54068466,-24.62287663,13.43641835,-18.03537345,0.943760235,0.00054486,1.054613559
12.046,9.67923105,-20.14514451,9.482386072,-15.13968189,0.943003096,0.000532934,-0.757138642
12.047,13.38443505,-22.37973758,12.28255419,-18.88653373,0.943471125,0.000520936,0.468029344
12.048,10.91375773,-20.35367105,10.58395042,-16.28478835,0.942985315,0.000509013,-0.485810242
12.049,12.6074918,-21.10866437,13.16092248,-18.91852447,0.943045275,0.000497295,0.059960295
12.05,11.18104443,-20.31941994,12.0904629,-17.0738154,0.942770952,0.000485824,-0.274323861
12.051,13.26669587,-20.82765063,13.16802325,-19.40341476,0.943217615,0.000474506,0.446663078
12.052,10.93299416,-19.59754185,10.99314234,-17.54218868,0.942826141,0.000463332,-0.391473967
12.053,12.12589877,-19.68825549,12.26794622,-18.17892989,0.94278013,0.00045244,-0.046011194
12.054,11.69228557,-18.83924154,12.59944735,-18.3294993,0.942692523,0.000441986,-0.087606661
12.055,12.08175166,-18.91022418,12.88685251,-18.6400245,0.942684229,0.000431981,-0.008294031
12.056,12.46420604,-18.93478263,13.37657143,-18.5080908,0.942814786,0.000422388,0.130556783
12.057,11.32883725,-17.77331212,12.54493874,-17.31202756,0.942439424,0.00041328,-0.37536137
12.058,12.12136622,-17.46744278,12.13564051,-16.76553169,0.941944081,0.000404482,-0.495343723
12.059,14.30456263,-19.91874641,13.72455748,-18.35536394,0.942263749,0.000395736,0.31966841
12.06,12.89467738,-19.07149259,11.9196769,-16.96244454,0.941903659,0.000386839,-0.360089994
12.061,12.50720962,-19.91526162,12.28308897,-16.63085956,0.941679765,0.000377713,-0.223893908
12.062,13.18992585,-19.51080248,11.83891072,-17.05604708,0.941441445,0.000368381,-0.23832033
12.063,12.76252447,-18.88466096,11.4962322,-16.9064979,0.941074492,0.00035894,-0.36695239
12.064,13.58811812,-19.09064155,12.27772473,-17.11828732,0.940813418,0.0003495,-0.261073862
12.065,12.62841879,-19.84059228,11.81717752,-17.17201159,0.940452277,0.000340301,-0.361141483
12.066,13.09156069,-20.33892869,12.29195079,-17.69724758,0.940403248,0.00033146,-0.049029196
12.067,12.80222361,-20.21746716,11.9068068,-17.87474698,0.940273246,0.000322798,-0.130002149
12.068,12.00043648,-19.57795303,11.41365859,-16.73265646,0.939896421,0.000314414,-0.376824618
12.069,12.43774721,-20.046247,12.10330326,-16.76535409,0.939730752,0.000306315,-0.165668974
12.07,12.9864158,-20.92391961,12.4853452,-17.1521834,0.939837981,0.000298442,0.107229221
12.071,10.55883534,-19.05910438,10.75056833,-15.50849463,0.939160985,0.000290843,-0.676996088
12.072,13.68170292,-21.15676501,13.26880931,-18.66257573,0.939458763,0.000283468,0.297778248
12.073,12.62044029,-20.90533045,12.1655924,-18.70334404,0.939674802,0.00027634,0.21603879
12.074,11.78886042,-19.96637093,11.17410047,-17.9380609,0.939553625,0.00026934,-0.12117723
12.075,12.21339438,-20.46993645,11.45207821,-18.24191841,0.939345771,0.000262569,-0.207854089
12.076,12.39226871,-20.06769324,11.55498152,-18.03239968,0.939252062,0.000256001,-0.093709203
12.077,11.0139967,-19.85654304,11.03845691,-17.3588907,0.938795862,0.000249662,-0.45619919
12.078,13.0180616,-21.823592,12.97687284,-19.23570011,0.939140788,0.000243519,0.344925633
12.079,11.83034935,-20.51206013,11.8367664,-18.86180967,0.939163249,0.000237307,0.02246072
12.08,10.86767381,-20.31512186,12.28161845,-18.85640999,0.93866475,0.000231532,-0.498499241
12.081,11.77840002,-20.6985409,12.7225771,-18.65340033,0.938538241,0.000225915,-0.126508832
12.082,12.47975857,-20.50084375,13.46682555,-19.01516784,0.938757762,0.000220542,0.219521504
12.083,10.87727602,-18.21201193,12.07499161,-17.27882019,0.938204516,0.000215557,-0.553246456
12.084,11.97196539,-18.53401916,13.32353486,-17.98303407,0.938165707,0.000211097,-0.038808742
12.085,10.70325183,-17.39761279,11.73458205,-16.83180593,0.937794372,0.000207048,-0.371334708
12.086,11.47571972,-18.02046313,12.49191518,-18.01343598,0.937761236,0.000203244,-0.0331364
12.087,11.02520523,-17.49312083,12.58096957,-18.22213785,0.937506409,0.000199847,-0.254826479
12.088,10.83276319,-17.08977816,12.1636494,-17.67991121,0.937163923,0.000196766,-0.342486404
12.089,12.31794599,-17.58362612,12.71668443,-18.04361844,0.937091021,0.000193906,-0.072901743
12.09,12.1443223,-17.54570068,11.5651381,-17.07458114,0.936787529,0.000190959,-0.30349237
12.091,13.3765234,-17.74517695,11.88427761,-17.36725549,0.936767404,0.000187645,-0.020125222
12.092,11.76822683,-17.28429895,11.35505024,-15.80935489,0.936063734,0.000184054,-0.703669379
12.093,13.28830832,-19.04863763,12.46921083,-16.36899743,0.936052896,0.000180158,-0.01083835
12.094,12.60851708,-18.37161135,11.56375457,-17.10205809,0.93572215,0.000176127,-0.330745631
12.095,11.96418514,-18.48368183,11.47788629,-16.31317994,0.935228668,0.000172076,-0.493482126
12.096,12.96613628,-19.72863378,12.13242543,-17.12600694,0.935074867,0.000167986,-0.15380163
12.097,12.53891175,-19.35597091,11.54620272,-16.19057782,0.934915572,0.000163885,-0.159294338
12.098,11.82138876,-18.4620539,11.23806908,-16.27314737,0.934504917,0.00015996,-0.410654998
12.099,11.82331036,-18.54204709,11.06203326,-16.35943204,0.934034442,0.000156143,-0.470474915
12.1,13.66931283,-19.91726394,12.82596763,-17.65303031,0.934254263,0.000152494,0.219821099
12.101,11.25928337,-19.1026218,11.37030101,-16.16589352,0.933832275,0.000149105,-0.421988613
12.102,12.61877205,-20.45007848,12.73419997,-17.08975248,0.934014875,0.000145989,0.182599648
12.103,10.96321982,-19.45327093,11.45782932,-16.53278271,0.933694904,0.00014329,-0.319970972
12.104,12.52667953,-20.00497024,11.96924898,-18.07263148,0.933787932,0.000140936,0.093028802
12.105,11.92270894,-19.35397904,11.4125989,-17.454744,0.933762982,0.000138781,-0.024950727
12.106,11.64859523,-19.0483622,11.48744851,-17.86181409,0.933691933,0.000136895,-0.071049035
12.107,11.57076499,-18.51994854,11.37792369,-19.06864768,0.933610388,0.000135247,-0.081544542
12.108,12.05881582,-19.00981659,11.82206095,-19.03353284,0.933777961,0.00013388,0.167572636
12.109,11.3497941,-19.32655512,11.46517459,-18.92399268,0.933785219,0.000132865,0.0072587
12.11,11.65494432,-19.20103783,11.0306992,-18.71392094,0.933660417,0.000132113,-0.124802691
12.111,11.8296606,-20.11100684,11.54964367,-19.70255662,0.933635931,0.00013154,-0.024486166
12.112,11.93356371,-19.70898203,12.44047453,-18.96476128,0.933565058,0.000131227,-0.070872726
12.113,11.51239135,-18.91114619,12.21908038,-18.6390536,0.933363606,0.000131223,-0.201452045
12.114,11.98836884,-19.02520264,12.79603984,-19.17396345,0.93345882,0.000131567,0.095213993
12.115,10.773331,-17.65496905,11.43419784,-17.85842823,0.933129976,0.000132266,-0.328843461
12.116,12.64160087,-18.98957597,13.55162603,-19.66794178,0.933522766,0.00013327,0.392789367
12.117,10.55230825,-17.61372939,11.69822382,-17.82662729,0.933228086,0.000134541,-0.29467974
12.118,9.946957188,-16.70935591,10.94605999,-17.14004756,0.932777512,0.000136155,-0.450573736
12.119,12.16034017,-18.05617682,13.03890952,-18.89797784,0.932962806,0.000137993,0.185294059
12.12,12.89280551,-18.08012885,13.1388011,-18.69347733,0.933370423,0.000140002,0.407617223
12.121,9.854512723,-16.08556876,10.06929827,-15.10071027,0.932478084,0.000141937,-0.892339222
12.122,13.3987798,-18.36216866,12.72795367,-17.36291813,0.932549771,0.000143665,0.071686443
12.123,12.80004095,-18.07677011,11.41290269,-16.20175723,0.932192952,0.000145206,-0.35681866
12.124,12.28669578,-18.52874497,11.23499973,-15.81099024,0.931818911,0.000146486,-0.374041082
12.125,12.28770639,-18.41958329,11.40538348,-16.35415898,0.931481828,0.00014775,-0.337082897
12.126,12.78868367,-19.72901676,11.78821791,-17.20121313,0.931460135,0.000148921,-0.021692614
12.127,11.02996119,-18.7945057,10.60825953,-15.66034689,0.930796609,0.000150173,-0.663526625
12.128,13.15573944,-19.91276849,12.48625371,-17.80946947,0.9310214,0.000151629,0.224790895
12.129,11.71256677,-18.89948997,11.30795285,-16.13790943,0.930623812,0.000152948,-0.397587308
12.13,11.87739078,-18.57300497,11.42023915,-15.55539683,0.930334065,0.000154267,-0.28974725
12.131,11.09171703,-18.21783988,11.08719857,-15.85040165,0.929917542,0.000155648,-0.416523164
12.132,12.23779956,-19.1689012,11.74429142,-16.42284392,0.929898966,0.000157013,-0.018575895
12.133,11.98556509,-19.28799229,12.13383762,-16.32496042,0.929841363,0.000158377,-0.057602642
12.134,11.12891959,-18.91521114,11.17925387,-16.09465217,0.929439614,0.000159866,-0.401749602
12.135,12.38675239,-18.7543569,12.17789939,-18.59421879,0.929594775,0.00016168,0.155161633
12.136,11.77825165,-19.06304002,11.88508954,-18.37179916,0.929789943,0.000163863,0.195167535
12.137,11.14375293,-18.63278559,11.25676823,-18.30266239,0.929497016,0.000166164,-0.29292732
12.138,11.44140965,-17.97834085,10.62081871,-18.69512921,0.929205719,0.000168518,-0.291296701
12.139,13.2381043,-18.84244527,11.98563996,-20.62183721,0.929585515,0.00017093,0.379796081
12.14,12.50810991,-19.08796256,11.53084042,-19.24273207,0.929776864,0.000173383,0.191349349
12.141,11.43886908,-18.66346757,10.74930432,-18.67504535,0.929690239,0.000176135,-0.086625458
12.142,11.55134106,-19.41016555,11.18583752,-18.92842462,0.929758329,0.000179018,0.068089786
12.143,12.07893067,-19.40841379,11.87987541,-19.40031872,0.929861485,0.000182037,0.103156619
12.144,11.97997963,-18.64199681,12.78004641,-18.84397398,0.929900095,0.000185339,0.038609562
12.145,11.33046602,-18.45266694,12.30811075,-18.4583546,0.929881092,0.000188881,-0.019002585
12.146,11.28500038,-18.08810413,11.8956661,-18.19730871,0.929869252,0.000192568,-0.011840034
12.147,10.86060986,-17.29924892,10.97886243,-17.86671851,0.929815174,0.000196364,-0.054077813
12.148,12.12795794,-17.05654592,12.52280553,-18.21059106,0.93015495,0.000200251,0.339775477
12.149,10.02531773,-15.93296456,10.78248568,-18.39577909,0.929717553,0.000204278,-0.437397064
12.15,12.37488573,-17.11954507,12.38055584,-19.6120747,0.930108866,0.000208473,0.391313315
12.151,10.99088106,-16.78537421,11.25911473,-17.69196547,0.929896793,0.000212604,-0.212073229
12.152,12.12280736,-17.25428445,11.71194604,-17.76354077,0.929876893,0.000216591,-0.019900249
12.153,11.39735914,-16.68619971,11.4079314,-16.03556503,0.929500914,0.000220401,-0.37597871
12.154,13.62371211,-18.70991917,12.2272033,-17.39338254,0.92969837,0.00022401,0.197456196
12.155,11.86787671,-17.05646633,10.13493814,-14.69429787,0.92907765,0.000227172,-0.620720455
12.156,13.11769004,-18.09999064,11.88566185,-15.88395175,0.928927528,0.000229963,-0.150121609
12.157,13.44382523,-19.59420991,12.01363087,-16.45996861,0.928860297,0.000232312,-0.067231506
12.158,11.24387269,-17.90616215,10.57839046,-15.48015769,0.92821191,0.000234553,-0.648386442
12.159,12.43195867,-19.03001854,11.93518073,-16.63267422,0.928053906,0.000236752,-0.158004606
12.16,12.46080701,-17.94901807,12.10325071,-16.20463246,0.928105907,0.000239131,0.052001371
12.161,10.08837309,-16.98953375,10.35871454,-15.31718245,0.927159035,0.000241626,-0.946871861
12.162,13.1828709,-18.49529162,12.86568952,-17.37887882,0.927262657,0.0002443,0.103622019
12.163,11.495091,-17.86269685,11.42966195,-15.64248544,0.926907369,0.000247066,-0.355288273
12.164,11.82385572,-18.70034315,12.03144281,-16.30917723,0.926769977,0.000250026,-0.13739178
12.165,11.85043803,-19.25497056,12.21161237,-17.25634351,0.926784245,0.000253137,0.01426818
12.166,11.73229374,-18.31183213,11.66992357,-17.74610914,0.926856406,0.000256563,0.072160911
12.167,10.79076925,-18.78170498,11.27708363,-18.15568739,0.926588877,0.000260349,-0.267529414
12.168,12.44911091,-19.66849434,12.74386965,-20.5609821,0.92704597,0.000264519,0.45709305
12.169,9.459176581,-17.1692138,9.739886963,-18.16917394,0.92644569,0.000269014,-0.60028023
12.17,13.5112606,-20.56064608,12.96681668,-21.39468418,0.927207163,0.000273676,0.761473094
12.171,11.74855661,-19.7445402,10.80932877,-18.45099682,0.927206993,0.000278317,-0.000169992
12.172,12.08417174,-19.59768234,11.12471335,-18.47511377,0.927366157,0.000282917,0.159164059
12.173,11.23232007,-19.5298134,10.75979255,-18.46530484,0.927169564,0.000287513,-0.196592519
12.174,12.26823858,-20.28002448,11.43038692,-18.8960031,0.927681815,0.000292037,0.512250418
12.175,11.00685118,-19.52692537,11.50536112,-18.0898882,0.927247775,0.000296748,-0.434039986
12.176,11.32167379,-18.94736986,11.74496598,-17.77597353,0.927230939,0.000301487,-0.016835682
12.177,12.4813053,-19.32302353,13.01268502,-18.7639243,0.92766709,0.000306409,0.436151121
12.178,10.54739598,-17.53052914,11.01774457,-16.9759827,0.927344639,0.000311587,-0.322451328
12.179,11.50872886,-17.20014241,11.78152249,-17.95199176,0.927557226,0.000317021,0.212587722
12.18,10.98249134,-16.75032621,11.36907515,-17.83143562,0.927607656,0.000322503,0.050429566
12.181,9.905321181,-15.85788974,10.51373468,-17.58756853,0.927328131,0.000327976,-0.279524613
12.182,11.17880473,-16.83106867,11.29539878,-18.14146674,0.927399855,0.000333257,0.071723066
12.183,12.38998601,-17.27827599,12.55672641,-19.08380625,0.927875758,0.000338554,0.475903005
12.184,11.08666818,-15.40634436,10.56878259,-16.40214619,0.927523512,0.000343805,-0.352245875
12.185,10.75160858,-16.42975675,10.72354852,-16.57568042,0.927624717,0.000349107,0.101205734
12.186,12.31980225,-16.84342069,10.98176014,-16.52270827,0.92743761,0.000354339,-0.187107637
